ProductID,SKU,ProductName,Category,SubCategory,Brand,UnitPrice,CostPrice,Weight,UnitOfMeasure,SupplierID,LaunchDate,IsActive
1020,SKU-ELE-001020,Sony Feature Phone,Electronics,Mobile,Sony,9708.74,8297.4,18.64,Piece,284,2025-07-07,True
1021,SKU-GRO-001021,Mi Namkeen,Groceries,Snacks,Mi,9090.32,6864.6,17.19,Piece,347,2019-12-09,True
1022,SKU-GRO-001022,Mi Wheat Flour,Groceries,Food,Mi,537.87,414.15,13.45,Box,177,2021-03-11,True
1023,SKU-FUR-001023,Havells TV Unit,Furniture,Living Room,Havells,66856.51,48234.14,22.07,Kg,269,2019-06-19,True
1024,SKU-ELE-001024,Parle Business Laptop,Electronics,Laptop,Parle,20666.76,17696.91,12.49,Piece,88,2023-06-20,True
1025,SKU-FAS-001025,Tata Sneakers,Fashion,Footwear,Tata,61702.03,42546.31,7.39,Kg,248,2018-10-06,True
1026,SKU-ELE-001026,Bajaj Mouse,Electronics,Accessories,Bajaj,13713.33,10912.29,23.34,Piece,330,2026-06-12,True
1027,SKU-GRO-001027,Apple Chips,Groceries,Snacks,Apple,24331.27,17819.42,8.35,Liter,182,2021-03-14,True
1028,SKU-HOM-001028,Samsung Steam Mop,Home Appliances,Cleaning,Samsung,6758.93,5111.82,2.3,Pack,264,2023-06-11,True
1029,SKU-ELE-001029,Dell Gaming Laptop,Electronics,Laptop,Dell,47625.65,38483.91,11.87,Pack,192,2024-04-22,True
1030,SKU-HOM-001030,LG Air Cooler,Home Appliances,Cooling,LG,68252.26,49468.99,11.1,Pack,72,2026-04-09,True
1031,SKU-ELE-001031,LG Business Laptop,Electronics,Laptop,LG,11080.83,9518.88,9.98,Piece,381,2021-09-27,True
1032,SKU-HOM-001032,Godrej Ceiling Fan,Home Appliances,Cooling,Godrej,71693.72,47986.96,3.15,Kg,251,2021-12-02,True
1033,SKU-FAS-001033,Dell Top,Fashion,Women,Dell,6569.67,5531.15,0.72,Piece,80,2024-08-17,True
1034,SKU-HOM-001034,Prestige Air Fryer,Home Appliances,Kitchen,Prestige,68747.86,48823.1,10.97,Piece,149,2020-03-26,True
1035,SKU-GRO-001035,Mi Wheat Flour,Groceries,Food,Mi,31658.43,25586.43,19.21,Kg,443,2019-03-12,True
1036,SKU-GRO-001036,Noise Cooking Oil,Groceries,Food,Noise,46430.84,39146.71,18.32,Box,313,2023-08-01,True
1037,SKU-HOM-001037,Dell Mixer Grinder,Home Appliances,Kitchen,Dell,25034.25,20094.09,4.97,Box,75,2024-06-02,True
1038,SKU-HOM-001038,Bajaj Mixer Grinder,Home Appliances,Kitchen,Bajaj,25641.1,20394.49,15.91,Pack,119,2025-08-11,True
1039,SKU-GRO-001039,IKEA Cooking Oil,Groceries,Food,IKEA,3126.03,2630.19,9.22,Pack,483,2023-11-18,True
1040,SKU-HOM-001040,HP Vacuum Cleaner,Home Appliances,Cleaning,HP,2444.45,2092.41,18.67,Liter,109,2020-08-11,True
1041,SKU-FUR-001041,HP Coffee Table,Furniture,Living Room,HP,16723.38,12650.54,8.49,Piece,58,2019-05-31,True
1042,SKU-FUR-001042,Philips Coffee Table,Furniture,Living Room,Philips,47328.91,37077.54,19.51,Kg,271,2024-06-23,True
1043,SKU-FAS-001043,Sony Jacket,Fashion,Men,Sony,53046.29,44365.33,18.62,Kg,62,2025-02-12,True
1044,SKU-HOM-001044,LG Air Cooler,Home Appliances,Cooling,LG,5083.86,3790.24,8.7,Kg,372,2021-02-09,True
1045,SKU-FUR-001045,Apple Office Chair,Furniture,Office,Apple,8342.44,6435.21,17.85,Box,457,2025-10-11,True
1046,SKU-FAS-001046,IKEA Top,Fashion,Women,IKEA,52701.08,35880.43,1.88,Box,215,2024-05-13,True
1047,SKU-ELE-001047,Adidas Phone Case,Electronics,Mobile,Adidas,41650.75,34850.48,1.33,Kg,290,2023-08-27,True
1048,SKU-GRO-001048,Tata Fruit Juice,Groceries,Beverages,Tata,64845.39,43519.27,4.3,Box,385,2025-05-25,True
1049,SKU-GRO-001049,Adidas Fruit Juice,Groceries,Beverages,Adidas,11956.85,10385.88,14.38,Box,304,2019-07-30,True
1050,SKU-GRO-001050,Mi Namkeen,Groceries,Snacks,Mi,33009.51,26277.41,5.66,Piece,363,2025-04-26,True
1051,SKU-HOM-001051,Tata Mixer Grinder,Home Appliances,Kitchen,Tata,13904.75,11948.93,3.87,Kg,453,2023-05-12,True
1052,SKU-FAS-001052,Lenovo Jeans,Fashion,Men,Lenovo,30779.08,26753.02,8.82,Liter,310,2025-03-15,False
1053,SKU-ELE-001053,Adidas Mouse,Electronics,Accessories,Adidas,46697.53,36117.88,15.36,Piece,167,2018-11-23,False
1054,SKU-FAS-001054,HP Shirt,Fashion,Men,HP,14832.3,12836.56,16.5,Box,445,2021-07-01,True
1055,SKU-ELE-001055,IKEA Keyboard,Electronics,Accessories,IKEA,17668.44,12904.39,15.19,Kg,106,2023-01-29,True
1056,SKU-FAS-001056,Nestle Dress,Fashion,Women,Nestle,45699.28,31508.54,10.01,Pack,229,2022-03-10,True
1057,SKU-FAS-001057,Sony Jacket,Fashion,Men,Sony,32538.0,24823.26,20.43,Pack,91,2024-03-04,True
1058,SKU-HOM-001058,Samsung Air Cooler,Home Appliances,Cooling,Samsung,22689.54,15542.5,20.47,Piece,352,2021-09-12,True
1059,SKU-HOM-001059,Nike Rice Cooker,Home Appliances,Kitchen,Nike,31338.41,22778.46,10.18,Piece,371,2019-02-18,True
1060,SKU-FUR-001060,Bajaj Coffee Table,Furniture,Living Room,Bajaj,1561.29,1084.76,19.13,Kg,330,2022-11-06,True
1061,SKU-HOM-001061,Dell Air Fryer,Home Appliances,Kitchen,Dell,63822.91,46932.99,19.85,Piece,5,2024-01-20,False
1062,SKU-FUR-001062,Noise Study Table,Furniture,Office,Noise,5147.36,4294.01,19.04,Kg,457,2021-06-13,True
1063,SKU-FAS-001063,Dell Top,Fashion,Women,Dell,16388.72,12228.25,6.83,Piece,279,2018-08-27,True
1064,SKU-ELE-001064,LG Earbuds,Electronics,Accessories,LG,36937.11,25601.54,3.72,Kg,468,2025-10-09,True
1065,SKU-GRO-001065,Philips Tea,Groceries,Beverages,Philips,40295.28,32785.46,22.0,Piece,197,2022-02-13,True
1066,SKU-GRO-001066,Nike Rice,Groceries,Food,Nike,7618.3,5131.73,9.06,Liter,316,2025-07-16,True
1067,SKU-ELE-001067,Dell Phone Case,Electronics,Mobile,Dell,11946.87,8944.49,15.07,Liter,348,2022-09-19,True
1068,SKU-FUR-001068,LG Wardrobe,Furniture,Bedroom,LG,18004.66,13591.11,9.35,Piece,136,2019-06-11,True
1069,SKU-ELE-001069,Woodland Feature Phone,Electronics,Mobile,Woodland,9708.25,7431.62,19.96,Piece,500,2022-03-26,True
1070,SKU-ELE-001070,Mi Keyboard,Electronics,Accessories,Mi,16495.78,13959.88,24.87,Liter,94,2021-08-17,True
1071,SKU-FAS-001071,Godrej Top,Fashion,Women,Godrej,44914.7,34686.37,19.88,Kg,171,2023-12-14,True
1072,SKU-GRO-001072,Godrej Fruit Juice,Groceries,Beverages,Godrej,35652.74,26960.42,13.5,Box,118,2026-02-17,True
1073,SKU-GRO-001073,Realme Namkeen,Groceries,Snacks,Realme,48979.17,34690.27,17.64,Kg,121,2025-08-05,True
1074,SKU-ELE-001074,Dell Chromebook,Electronics,Laptop,Dell,53916.76,46049.16,8.86,Kg,435,2022-06-16,True
1075,SKU-FAS-001075,Tata Dress,Fashion,Women,Tata,71408.16,48592.39,6.21,Kg,424,2024-07-24,True
1076,SKU-ELE-001076,Bajaj Smart Watch,Electronics,Accessories,Bajaj,51101.29,36667.42,10.73,Box,28,2019-11-06,True
1077,SKU-ELE-001077,Samsung Business Laptop,Electronics,Laptop,Samsung,8860.3,7386.99,6.28,Pack,7,2022-04-02,True
1078,SKU-HOM-001078,Mi Rice Cooker,Home Appliances,Kitchen,Mi,9407.13,7048.61,23.73,Liter,241,2020-01-17,True
1079,SKU-GRO-001079,Samsung Namkeen,Groceries,Snacks,Samsung,17314.5,14374.12,22.05,Kg,17,2024-10-14,True
1080,SKU-FUR-001080,Bajaj Sofa,Furniture,Living Room,Bajaj,57798.2,41642.37,21.92,Liter,284,2022-12-26,True
1081,SKU-FUR-001081,Noise Study Table,Furniture,Office,Noise,16832.95,11404.38,6.94,Kg,48,2024-01-29,True
1082,SKU-HOM-001082,Nike Vacuum Cleaner,Home Appliances,Cleaning,Nike,28246.99,19644.93,24.4,Pack,310,2020-11-04,True
1083,SKU-GRO-001083,IKEA Fruit Juice,Groceries,Beverages,IKEA,26028.66,20284.74,1.56,Kg,191,2023-10-14,True
1084,SKU-FAS-001084,Sony T-Shirt,Fashion,Men,Sony,25843.92,18166.95,8.52,Box,123,2025-06-02,True
1085,SKU-ELE-001085,Amul Feature Phone,Electronics,Mobile,Amul,878.54,598.3,4.86,Piece,104,2026-05-15,True
1086,SKU-HOM-001086,Nestle Vacuum Cleaner,Home Appliances,Cleaning,Nestle,38077.1,28261.6,19.8,Piece,24,2023-02-15,True
1087,SKU-FAS-001087,Realme Shirt,Fashion,Men,Realme,18251.99,14155.99,5.03,Liter,385,2025-02-18,True
1088,SKU-HOM-001088,Woodland Ceiling Fan,Home Appliances,Cooling,Woodland,28745.45,20393.96,2.7,Piece,414,2022-08-29,True
1089,SKU-FUR-001089,Nestle Wardrobe,Furniture,Bedroom,Nestle,50533.11,43447.18,4.2,Piece,350,2022-07-02,True
1090,SKU-HOM-001090,Realme Microwave,Home Appliances,Kitchen,Realme,53829.88,35941.8,12.64,Box,374,2022-04-02,True
1091,SKU-FAS-001091,Woodland Dress,Fashion,Women,Woodland,19945.21,14577.54,23.52,Pack,21,2025-07-27,True
1092,SKU-HOM-001092,Dell Mixer Grinder,Home Appliances,Kitchen,Dell,42494.5,28366.7,2.62,Liter,8,2024-10-06,True
1093,SKU-FUR-001093,LG Coffee Table,Furniture,Living Room,LG,27535.22,22767.65,7.53,Liter,35,2023-08-02,True
1094,SKU-FAS-001094,HP T-Shirt,Fashion,Men,HP,46611.63,35547.22,24.66,Pack,132,2020-10-29,True
1095,SKU-HOM-001095,Apple Rice Cooker,Home Appliances,Kitchen,Apple,22762.59,18205.43,10.34,Kg,318,2021-04-15,True
1096,SKU-GRO-001096,Amul Fruit Juice,Groceries,Beverages,Amul,60971.52,47604.65,17.12,Piece,260,2025-10-16,True
1097,SKU-FUR-001097,Mi Office Chair,Furniture,Office,Mi,55154.78,39540.0,14.11,Liter,80,2020-08-19,True
1098,SKU-GRO-001098,Sony Cooking Oil,Groceries,Food,Sony,16294.2,11191.41,16.79,Box,179,2025-08-11,True
1099,SKU-GRO-001099,HP Rice,Groceries,Food,HP,53846.08,36602.32,23.08,Pack,394,2026-06-30,True
1100,SKU-FAS-001100,Woodland Shirt,Fashion,Men,Woodland,65775.29,49822.09,17.62,Pack,244,2019-04-14,True
1101,SKU-ELE-001101,Godrej Smart Watch,Electronics,Accessories,Godrej,8962.96,7318.41,14.29,Piece,308,2020-12-01,True
1102,SKU-FAS-001102,Lenovo Top,Fashion,Women,Lenovo,3999.67,2751.17,23.83,Liter,351,2026-01-17,True
1103,SKU-HOM-001103,Sony Microwave,Home Appliances,Kitchen,Sony,16184.0,13731.57,21.87,Box,232,2022-05-19,True
1104,SKU-HOM-001104,HP Air Cooler,Home Appliances,Cooling,HP,49110.19,41535.93,22.56,Liter,176,2020-08-14,False
1105,SKU-HOM-001105,Prestige Air Fryer,Home Appliances,Kitchen,Prestige,32241.6,24107.18,19.64,Liter,495,2024-12-05,True
1106,SKU-FUR-001106,Tata Bed,Furniture,Bedroom,Tata,53224.32,39164.47,2.13,Kg,342,2022-07-01,True
1107,SKU-FAS-001107,Mi Sandals,Fashion,Footwear,Mi,58050.82,41270.48,0.55,Kg,460,2023-05-24,True
1108,SKU-GRO-001108,Boat Tea,Groceries,Beverages,Boat,27109.81,20349.01,0.29,Kg,231,2023-09-27,True
1109,SKU-GRO-001109,LG Namkeen,Groceries,Snacks,LG,2642.05,1872.47,4.85,Kg,357,2024-03-24,True
1110,SKU-FUR-001110,Philips Bed,Furniture,Bedroom,Philips,12811.18,10527.67,17.05,Liter,490,2021-10-08,True
1111,SKU-ELE-001111,Parle Ultrabook,Electronics,Laptop,Parle,48894.28,40961.62,12.58,Liter,234,2021-05-29,True
1112,SKU-FAS-001112,Parle Running Shoes,Fashion,Footwear,Parle,61735.25,48704.8,23.17,Kg,235,2018-10-16,True
1113,SKU-FUR-001113,Tata Office Chair,Furniture,Office,Tata,27272.27,21822.01,16.56,Liter,349,2022-10-01,True
1114,SKU-FUR-001114,LG Sofa,Furniture,Living Room,LG,5232.56,4527.42,23.33,Box,54,2025-10-13,True
1115,SKU-FUR-001115,Havells TV Unit,Furniture,Living Room,Havells,36077.63,25192.91,16.76,Kg,437,2021-04-23,True
1116,SKU-GRO-001116,LG Chips,Groceries,Snacks,LG,12904.6,9818.23,3.29,Pack,496,2020-02-03,True
1117,SKU-GRO-001117,Mi Namkeen,Groceries,Snacks,Mi,29312.07,19820.64,19.6,Liter,260,2022-09-10,True
1118,SKU-FAS-001118,Samsung Dress,Fashion,Women,Samsung,58297.85,45014.35,0.59,Box,79,2020-05-08,True
1119,SKU-FUR-001119,HP Wardrobe,Furniture,Bedroom,HP,71819.73,47960.07,6.2,Box,499,2021-07-25,True
1120,SKU-GRO-001120,Dell Cooking Oil,Groceries,Food,Dell,60437.04,46972.62,18.26,Box,207,2025-05-01,True
1121,SKU-HOM-001121,LG Vacuum Cleaner,Home Appliances,Cleaning,LG,42413.45,35515.74,3.14,Liter,296,2020-09-28,True
1122,SKU-FUR-001122,Lenovo Coffee Table,Furniture,Living Room,Lenovo,5456.52,4708.06,0.49,Piece,395,2021-06-10,True
1123,SKU-FUR-001123,Nestle Office Chair,Furniture,Office,Nestle,26999.61,19151.12,3.44,Liter,233,2020-12-03,True
1124,SKU-HOM-001124,Puma Microwave,Home Appliances,Kitchen,Puma,14054.2,9731.75,18.21,Liter,414,2026-01-13,True
1125,SKU-ELE-001125,Dell Gaming Laptop,Electronics,Laptop,Dell,43112.86,31390.53,14.57,Box,53,2023-08-14,True
1126,SKU-ELE-001126,Puma Feature Phone,Electronics,Mobile,Puma,15937.62,13136.63,2.12,Kg,433,2024-07-05,True
1127,SKU-GRO-001127,Samsung Cooking Oil,Groceries,Food,Samsung,27351.69,20716.57,15.72,Pack,108,2026-01-12,True
1128,SKU-FAS-001128,HP Running Shoes,Fashion,Footwear,HP,10418.08,9031.33,4.63,Piece,291,2020-11-23,True
1129,SKU-ELE-001129,Godrej Ultrabook,Electronics,Laptop,Godrej,67654.52,49746.06,0.32,Piece,268,2023-04-10,True
1130,SKU-HOM-001130,Tata Ceiling Fan,Home Appliances,Cooling,Tata,1595.94,1200.76,3.98,Kg,444,2018-08-19,True
1131,SKU-ELE-001131,Nike Business Laptop,Electronics,Laptop,Nike,5871.67,4217.97,3.34,Piece,141,2022-12-10,True
1132,SKU-FAS-001132,IKEA Sandals,Fashion,Footwear,IKEA,20811.44,14751.33,12.5,Kg,263,2020-03-03,True
1133,SKU-FAS-001133,Boat Jeans,Fashion,Men,Boat,59279.35,42309.49,24.05,Box,53,2019-04-10,True
1134,SKU-FAS-001134,Mi Jeans,Fashion,Men,Mi,35624.7,24417.2,10.71,Liter,383,2020-08-06,True
1135,SKU-FUR-001135,Bajaj TV Unit,Furniture,Living Room,Bajaj,28984.9,21494.18,9.47,Pack,324,2024-09-02,True
1136,SKU-HOM-001136,Nestle Air Fryer,Home Appliances,Kitchen,Nestle,27934.97,20519.92,21.96,Liter,487,2022-01-01,False
1137,SKU-GRO-001137,HP Rice,Groceries,Food,HP,52611.59,40461.57,4.81,Liter,126,2022-09-13,True
1138,SKU-FAS-001138,LG Shirt,Fashion,Men,LG,738.81,531.17,17.98,Liter,110,2023-04-08,True
1139,SKU-HOM-001139,Bajaj Ceiling Fan,Home Appliances,Cooling,Bajaj,17404.75,14216.53,5.59,Box,288,2024-12-29,True
1140,SKU-ELE-001140,Boat Keyboard,Electronics,Accessories,Boat,47702.34,37822.25,8.14,Pack,101,2020-08-03,True
1141,SKU-GRO-001141,Prestige Sugar,Groceries,Food,Prestige,7859.99,6006.99,15.12,Box,303,2024-06-02,True
1142,SKU-ELE-001142,IKEA Gaming Laptop,Electronics,Laptop,IKEA,52947.14,39176.12,0.32,Pack,237,2022-08-06,True
1143,SKU-ELE-001143,Apple Mouse,Electronics,Accessories,Apple,19534.28,16902.62,11.85,Liter,425,2024-01-15,True
1144,SKU-FAS-001144,Bajaj Handbag,Fashion,Women,Bajaj,5733.3,4034.37,12.45,Pack,25,2024-08-07,True
1145,SKU-GRO-001145,Philips Biscuits,Groceries,Snacks,Philips,55607.66,46888.3,5.76,Piece,423,2022-09-20,True
1146,SKU-FAS-001146,Prestige Sandals,Fashion,Footwear,Prestige,13408.94,11355.75,18.16,Box,416,2022-05-11,True
1147,SKU-ELE-001147,Adidas Bluetooth Speaker,Electronics,Accessories,Adidas,51463.53,44171.8,1.39,Liter,156,2025-04-16,True
1148,SKU-FUR-001148,Noise Wardrobe,Furniture,Bedroom,Noise,10254.83,8558.41,11.63,Kg,65,2018-09-10,True
1149,SKU-FUR-001149,Havells Mattress,Furniture,Bedroom,Havells,44547.2,33428.35,6.16,Liter,245,2019-05-04,True
1150,SKU-FAS-001150,Nike Running Shoes,Fashion,Footwear,Nike,6573.76,4635.38,17.84,Kg,181,2021-01-18,True
1151,SKU-HOM-001151,Sony Ceiling Fan,Home Appliances,Cooling,Sony,56903.04,48589.67,0.53,Pack,111,2020-06-06,True
1152,SKU-HOM-001152,Woodland Vacuum Cleaner,Home Appliances,Cleaning,Woodland,14208.05,10472.64,13.29,Liter,440,2021-12-26,True
1153,SKU-GRO-001153,Parle Biscuits,Groceries,Snacks,Parle,6369.43,5327.74,22.93,Box,198,2024-06-06,False
1154,SKU-FUR-001154,Lenovo Coffee Table,Furniture,Living Room,Lenovo,4515.42,3478.53,17.22,Piece,488,2020-08-12,True
1155,SKU-HOM-001155,Mi Vacuum Cleaner,Home Appliances,Cleaning,Mi,6419.87,5554.45,11.63,Box,137,2021-02-24,True
1156,SKU-GRO-001156,LG Coffee,Groceries,Beverages,LG,54666.32,46350.04,10.9,Pack,78,2024-03-11,True
1157,SKU-FUR-001157,Havells Bed,Furniture,Bedroom,Havells,16183.52,13665.81,16.29,Kg,375,2023-06-29,True
1158,SKU-FAS-001158,HP Jacket,Fashion,Men,HP,39690.2,29722.76,12.44,Piece,222,2021-09-07,True
1159,SKU-HOM-001159,LG Microwave,Home Appliances,Kitchen,LG,3143.64,2704.23,6.8,Liter,34,2022-07-28,True
1160,SKU-HOM-001160,Bajaj Air Cooler,Home Appliances,Cooling,Bajaj,24140.0,19674.63,20.64,Kg,355,2023-04-03,True
1161,SKU-HOM-001161,IKEA Air Fryer,Home Appliances,Kitchen,IKEA,19613.29,14435.23,18.4,Box,49,2023-01-23,True
1162,SKU-GRO-001162,Noise Chips,Groceries,Snacks,Noise,15084.45,11969.04,1.92,Pack,96,2021-06-21,True
1163,SKU-HOM-001163,Prestige Rice Cooker,Home Appliances,Kitchen,Prestige,20286.21,16736.0,6.74,Piece,40,2022-03-01,True
1164,SKU-FUR-001164,Nestle Wardrobe,Furniture,Bedroom,Nestle,145.96,100.27,11.92,Box,24,2024-11-21,True
1165,SKU-FAS-001165,Realme Jeans,Fashion,Men,Realme,8719.89,7371.82,7.75,Pack,377,2023-03-24,True
1166,SKU-FAS-001166,Boat Running Shoes,Fashion,Footwear,Boat,31107.59,24350.34,0.54,Liter,181,2021-05-11,True
1167,SKU-FUR-001167,LG Study Table,Furniture,Office,LG,18023.19,13533.38,16.07,Kg,76,2021-07-16,False
1168,SKU-HOM-001168,Samsung Steam Mop,Home Appliances,Cleaning,Samsung,17273.29,12256.17,24.34,Piece,185,2024-07-10,True
1169,SKU-HOM-001169,Adidas Vacuum Cleaner,Home Appliances,Cleaning,Adidas,60863.92,43863.34,22.5,Box,231,2022-05-28,False
1170,SKU-HOM-001170,Woodland Steam Mop,Home Appliances,Cleaning,Woodland,25379.0,19581.76,24.85,Box,159,2020-11-06,True
1171,SKU-FUR-001171,Amul Study Table,Furniture,Office,Amul,8844.33,6191.92,14.25,Liter,406,2021-02-25,True
1172,SKU-ELE-001172,Boat Power Bank,Electronics,Mobile,Boat,10272.48,7399.2,13.18,Kg,149,2020-09-07,True
1173,SKU-FAS-001173,Sony Handbag,Fashion,Women,Sony,46217.44,39999.26,1.22,Piece,145,2020-07-04,True
1174,SKU-ELE-001174,Samsung Ultrabook,Electronics,Laptop,Samsung,29755.04,21544.63,0.22,Liter,129,2019-07-28,True
1175,SKU-FUR-001175,Sony Office Chair,Furniture,Office,Sony,42806.38,35674.2,18.38,Piece,222,2024-09-05,True
1176,SKU-FAS-001176,Godrej T-Shirt,Fashion,Men,Godrej,57708.73,46650.09,17.03,Piece,198,2020-03-08,True
1177,SKU-FAS-001177,HP Handbag,Fashion,Women,HP,39154.83,28217.19,8.2,Kg,297,2021-03-25,True
1178,SKU-FAS-001178,Tata Jacket,Fashion,Men,Tata,12587.82,10016.18,7.57,Box,475,2019-07-25,True
1179,SKU-HOM-001179,LG Steam Mop,Home Appliances,Cleaning,LG,9098.16,6973.56,7.97,Liter,479,2024-11-12,True
1180,SKU-GRO-001180,Havells Coffee,Groceries,Beverages,Havells,27235.59,21054.26,0.89,Pack,287,2023-02-07,True
1181,SKU-ELE-001181,Puma Phone Case,Electronics,Mobile,Puma,53234.53,39342.27,9.45,Box,318,2025-01-11,True
1182,SKU-FAS-001182,Dell Jacket,Fashion,Men,Dell,23245.54,20176.96,20.23,Piece,448,2024-06-01,True
1183,SKU-ELE-001183,IKEA Wireless Charger,Electronics,Mobile,IKEA,7329.35,5397.09,20.58,Liter,290,2020-02-14,True
1184,SKU-ELE-001184,Boat Phone Case,Electronics,Mobile,Boat,35815.55,25565.5,17.6,Pack,265,2020-03-05,True
1185,SKU-HOM-001185,Puma Microwave,Home Appliances,Kitchen,Puma,44056.21,31430.56,23.43,Kg,413,2020-05-21,True
1186,SKU-ELE-001186,Dell Smartphone,Electronics,Mobile,Dell,36020.47,30209.34,2.6,Piece,105,2024-10-29,True
1187,SKU-FUR-001187,Apple Wardrobe,Furniture,Bedroom,Apple,58112.69,46305.92,12.2,Box,95,2022-08-31,True
1188,SKU-FAS-001188,Havells Sandals,Fashion,Footwear,Havells,58700.98,42972.73,10.92,Kg,326,2020-11-24,True
1189,SKU-HOM-001189,Godrej Microwave,Home Appliances,Kitchen,Godrej,30093.06,24049.3,2.68,Liter,302,2024-09-16,True
1190,SKU-GRO-001190,LG Fruit Juice,Groceries,Beverages,LG,33321.42,23224.99,3.87,Box,146,2023-07-24,True
1191,SKU-GRO-001191,Apple Sugar,Groceries,Food,Apple,47203.65,32273.19,15.57,Liter,22,2025-01-04,True
1192,SKU-HOM-001192,Adidas Steam Mop,Home Appliances,Cleaning,Adidas,609.4,505.55,12.62,Liter,441,2023-01-03,True
1193,SKU-FUR-001193,Sony Mattress,Furniture,Bedroom,Sony,10545.56,8766.12,16.47,Kg,289,2023-08-16,True
1194,SKU-FAS-001194,Bajaj Running Shoes,Fashion,Footwear,Bajaj,4991.22,3457.09,12.2,Kg,493,2020-12-14,True
1195,SKU-FUR-001195,Dell Study Table,Furniture,Office,Dell,47332.64,34903.55,14.6,Pack,300,2019-05-27,True
1196,SKU-ELE-001196,Mi Smartphone,Electronics,Mobile,Mi,9471.52,8001.02,2.83,Liter,479,2025-08-17,True
1197,SKU-HOM-001197,LG Ceiling Fan,Home Appliances,Cooling,LG,54484.09,44994.73,22.33,Piece,387,2020-03-13,False
1198,SKU-ELE-001198,LG Earbuds,Electronics,Accessories,LG,2710.6,1919.04,11.15,Piece,192,2021-01-24,True
1199,SKU-HOM-001199,Noise Vacuum Cleaner,Home Appliances,Cleaning,Noise,26927.68,22503.01,16.01,Liter,285,2020-06-24,True
1200,SKU-GRO-001200,Puma Fruit Juice,Groceries,Beverages,Puma,15949.32,11313.55,10.96,Kg,271,2021-08-13,True
1201,SKU-ELE-001201,IKEA Bluetooth Speaker,Electronics,Accessories,IKEA,56808.72,47993.63,1.02,Liter,72,2020-01-27,True
1202,SKU-GRO-001202,Sony Namkeen,Groceries,Snacks,Sony,23705.23,17068.53,23.95,Pack,373,2021-02-12,True
1203,SKU-HOM-001203,Parle Rice Cooker,Home Appliances,Kitchen,Parle,24101.35,17637.7,14.06,Pack,71,2018-08-31,True
1204,SKU-GRO-001204,Sony Chips,Groceries,Snacks,Sony,34018.85,28479.16,13.03,Kg,52,2024-07-26,True
1205,SKU-ELE-001205,Woodland Mouse,Electronics,Accessories,Woodland,1690.46,1176.0,7.39,Liter,425,2023-02-02,True
1206,SKU-ELE-001206,Sony Wireless Charger,Electronics,Mobile,Sony,33015.77,26744.47,13.04,Pack,313,2019-08-16,True
1207,SKU-FUR-001207,Noise TV Unit,Furniture,Living Room,Noise,60381.43,44595.83,23.44,Piece,135,2020-11-17,True
1208,SKU-FAS-001208,Lenovo Handbag,Fashion,Women,Lenovo,23760.42,16760.34,3.65,Liter,281,2018-12-07,True
1209,SKU-ELE-001209,Sony Power Bank,Electronics,Mobile,Sony,54288.52,40292.82,15.33,Piece,428,2019-01-04,True
1210,SKU-FAS-001210,Amul Jacket,Fashion,Men,Amul,54552.08,36977.51,22.21,Liter,246,2023-04-03,True
1211,SKU-ELE-001211,Godrej Smartphone,Electronics,Mobile,Godrej,34998.15,25404.83,10.9,Kg,156,2021-01-11,True
1212,SKU-ELE-001212,Realme Smartphone,Electronics,Mobile,Realme,47652.13,39102.04,15.28,Piece,195,2024-06-23,True
1213,SKU-FUR-001213,Bajaj Bed,Furniture,Bedroom,Bajaj,53361.51,38295.79,10.86,Piece,219,2019-08-15,True
1214,SKU-GRO-001214,Philips Sugar,Groceries,Food,Philips,12666.44,9722.6,1.64,Piece,119,2023-12-21,True
1215,SKU-HOM-001215,Samsung Vacuum Cleaner,Home Appliances,Cleaning,Samsung,54039.36,43669.13,1.61,Kg,30,2025-12-07,True
1216,SKU-FAS-001216,Philips Shirt,Fashion,Men,Philips,44055.08,30140.68,24.95,Pack,67,2024-12-12,True
1217,SKU-ELE-001217,Sony Bluetooth Speaker,Electronics,Accessories,Sony,16817.02,12547.43,12.47,Kg,377,2022-09-21,True
1218,SKU-GRO-001218,Philips Chips,Groceries,Snacks,Philips,48871.94,39021.41,16.41,Liter,270,2019-06-02,True
1219,SKU-FUR-001219,Apple Office Chair,Furniture,Office,Apple,22465.97,17364.44,23.77,Kg,249,2025-12-20,True
1220,SKU-HOM-001220,Puma Ceiling Fan,Home Appliances,Cooling,Puma,45412.05,37108.34,9.44,Piece,418,2018-08-26,True
1221,SKU-HOM-001221,IKEA Air Cooler,Home Appliances,Cooling,IKEA,56703.94,38221.39,0.73,Liter,429,2023-06-06,True
1222,SKU-FUR-001222,Sony Wardrobe,Furniture,Bedroom,Sony,4395.15,3033.02,9.72,Pack,10,2020-12-18,True
1223,SKU-GRO-001223,Lenovo Wheat Flour,Groceries,Food,Lenovo,26234.89,18997.38,13.41,Box,339,2022-07-16,True
1224,SKU-FAS-001224,Adidas Shirt,Fashion,Men,Adidas,54981.24,40521.67,18.98,Box,175,2022-08-14,True
1225,SKU-GRO-001225,Mi Fruit Juice,Groceries,Beverages,Mi,53911.79,37632.42,13.92,Liter,488,2022-04-17,True
1226,SKU-FUR-001226,Nestle Wardrobe,Furniture,Bedroom,Nestle,51054.15,35975.05,6.65,Kg,492,2021-06-11,True
